7569555600925835810,1762483304.28171
7569615043881370166,1762483345.5273592
7569513599442469376,1762483380.192789
7569786914694365742,1762483428.7270627
7569215197928292879,1762483450.4686837
7569644041290138121,1762483482.5268621
7569485823117214251,1762483529.2979429
7569613366629532160,1762483566.6327007
7569464735725290030,1762483616.2999349
7569792058362249762,1762483665.6564534
7569596857971442217,1762486172.3286235
7569512246435414574,1762486204.0406249
7569797620664549923,1762486280.136389
7566237937852875299,1762486318.0951831
7569804479269208614,1762486370.06302
7569242333208740352,1762486404.6783335
7569805016534499881,1762486443.29199
7569192376942707252,1762486484.906113
7569450115010675238,1762486549.7487705
7569804861148267058,1762486598.8610814
